ScopusID	H-Index	Documents by author	Cited by
6602942837	N/A	N/A	N/A
11739855600	N/A	N/A	N/A
6602116500	N/A	N/A	N/A
13408418600	N/A	N/A	N/A
6701675304	N/A	N/A	N/A
8938680300	N/A	N/A	N/A
7202476487	N/A	N/A	N/A
6701418227	N/A	N/A	N/A
8694684200	N/A	N/A	N/A
6508391972	N/A	N/A	N/A
7004138578	N/A	N/A	N/A
14523945100	N/A	N/A	N/A
7006555395	N/A	N/A	N/A
7004628056	N/A	N/A	N/A
11739533300	N/A	N/A	N/A
7203033302	N/A	N/A	N/A
26653360300	N/A	N/A	N/A
7004091545	N/A	N/A	N/A
7006919306	N/A	N/A	N/A
7201467237	N/A	N/A	N/A
6603599722	N/A	N/A	N/A
6602532744	N/A	N/A	N/A
6602534370	N/A	N/A	N/A
6602796510	N/A	N/A	N/A
36133650900	N/A	N/A	N/A
25947824500	N/A	N/A	N/A
10439076900	N/A	N/A	N/A
6603970107	N/A	N/A	N/A
6603361134	N/A	N/A	N/A
6506023650	N/A	N/A	N/A
16444375900	N/A	N/A	N/A
